time,left_s0,left_s1,left_e0,left_e1,left_w0,left_w1,left_w2,left_gripper,right_s0,right_s1,right_e0,right_e1,right_w0,right_w1,right_w2,right_gripper
0.717156,-0.6070728961120606,0.23354857468872073,-0.028378644543457034,1.1443496664550783,3.0595246779418948,1.660917696185303,3.0587576875488285,100.0,0.558369006152,0.0467864139771,-0.590582602661,0.166436915295,2.25993719317,-0.137674775555,2.94332563339,92.8571395874
0.717223,-0.6070728961120606,0.23354857468872073,-0.028378644543457034,1.1443496664550783,3.0595246779418948,1.660917696185303,3.0587576875488285,100.0,0.558369006152,0.0467864139771,-0.590582602661,0.166436915295,2.25993719317,-0.137674775555,2.94332563339,92.8571395874
0.719002,-0.6070728961120606,0.23354857468872073,-0.028378644543457034,1.1443496664550783,3.0595246779418948,1.660917696185303,3.0587576875488285,100.0,0.558369006152,0.0467864139771,-0.590582602661,0.166436915295,2.25993719317,-0.137674775555,2.94332563339,92.8571395874
0.719982,-0.6070728961120606,0.23354857468872073,-0.028378644543457034,1.1443496664550783,3.0595246779418948,1.660917696185303,3.0587576875488285,100.0,0.558369006152,0.0467864139771,-0.590582602661,0.166436915295,2.25993719317,-0.137674775555,2.94332563339,92.8571395874
0.720983,-0.6070728961120606,0.23354857468872073,-0.028378644543457034,1.1443496664550783,3.0595246779418948,1.660917696185303,3.0587576875488285,100.0,0.558369006152,0.0467864139771,-0.590582602661,0.166436915295,2.25993719317,-0.137674775555,2.94332563339,92.8571395874
0.722624,-0.6070728961120606,0.23354857468872073,-0.028378644543457034,1.1443496664550783,3.0595246779418948,1.660917696185303,3.0587576875488285,100.0,0.560669977332,0.0471699091736,-0.590582602661,0.172956333636,2.25993719317,-0.138058270752,2.93795670064,92.8571395874
0.723114,-0.6070728961120606,0.23354857468872073,-0.028378644543457034,1.1443496664550783,3.0595246779418948,1.660917696185303,3.0587576875488285,100.0,0.560669977332,0.0471699091736,-0.590582602661,0.172956333636,2.25993719317,-0.138058270752,2.93795670064,92.8571395874
0.723966,-0.6070728961120606,0.23354857468872073,-0.028378644543457034,1.1443496664550783,3.0595246779418948,1.660917696185303,3.0587576875488285,100.0,0.560669977332,0.0471699091736,-0.590582602661,0.172956333636,2.25993719317,-0.138058270752,2.93795670064,92.8571395874
0.724987,-0.6070728961120606,0.23354857468872073,-0.028378644543457034,1.1443496664550783,3.0595246779418948,1.660917696185303,3.0587576875488285,100.0,0.560669977332,0.0471699091736,-0.590582602661,0.172956333636,2.25993719317,-0.138058270752,2.93795670064,92.8571395874
0.726008,-0.6070728961120606,0.23354857468872073,-0.028378644543457034,1.1443496664550783,3.0595246779418948,1.660917696185303,3.0587576875488285,100.0,0.560669977332,0.0471699091736,-0.590582602661,0.172956333636,2.25993719317,-0.138058270752,2.93795670064,92.8571395874
