time,left_s0,left_s1,left_e0,left_e1,left_w0,left_w1,left_w2,left_gripper,right_s0,right_s1,right_e0,right_e1,right_w0,right_w1,right_w2,right_gripper
1.042346,-0.6070728961120606,0.23354857468872073,-0.028378644543457034,1.1443496664550783,3.0595246779418948,1.660917696185303,3.0587576875488285,100.0,0.659995233234,0.144577689093,-0.344762181683,0.554534054187,2.90996155129,0.785781657697,3.06067516353,95.8609237671
1.062996,-0.6070728961120606,0.23354857468872073,-0.028378644543457034,1.1443496664550783,3.0595246779418948,1.660917696185303,3.0587576875488285,100.0,0.659611738037,0.148029145862,-0.342461210504,0.53650977995,2.90996155129,0.777344763373,3.06067516353,95.8609237671
1.082376,-0.6070728961120606,0.23354857468872073,-0.028378644543457034,1.1443496664550783,3.0595246779418948,1.660917696185303,3.0587576875488285,100.0,0.66037872843,0.152247593024,-0.339776744128,0.519635991302,2.91072854169,0.770825345032,3.06067516353,95.8609237671
1.102680,-0.6070728961120606,0.23354857468872073,-0.028378644543457034,1.1443496664550783,3.0595246779418948,1.660917696185303,3.0587576875488285,100.0,0.661145718823,0.156466040186,-0.337859268146,0.500844726672,2.90996155129,0.767757383459,3.06105865873,95.8609237671
1.123041,-0.6070728961120606,0.23354857468872073,-0.028378644543457034,1.1443496664550783,3.0595246779418948,1.660917696185303,3.0587576875488285,100.0,0.660762223627,0.161067982544,-0.33632528736,0.484354433221,2.91034504649,0.766223402673,3.06029166833,95.8609237671
1.143296,-0.6070728961120606,0.23354857468872073,-0.028378644543457034,1.1443496664550783,3.0595246779418948,1.660917696185303,3.0587576875488285,100.0,0.661145718823,0.166436915295,-0.334791306573,0.467864139771,2.9095780561,0.767757383459,3.06029166833,95.8609237671
1.162752,-0.6070728961120606,0.23354857468872073,-0.028378644543457034,1.1443496664550783,3.0595246779418948,1.660917696185303,3.0587576875488285,100.0,0.661912709216,0.171038857654,-0.333640820984,0.452140836713,2.91034504649,0.770825345032,3.06029166833,95.8609237671
1.182912,-0.6070728961120606,0.23354857468872073,-0.028378644543457034,1.1443496664550783,3.0595246779418948,1.660917696185303,3.0587576875488285,100.0,0.662296204413,0.176024295209,-0.331339849805,0.436801028851,2.91072854169,0.773893306604,3.05990817314,95.8609237671
1.203216,-0.6070728961120606,0.23354857468872073,-0.028378644543457034,1.1443496664550783,3.0595246779418948,1.660917696185303,3.0587576875488285,100.0,0.662296204413,0.18139322796,-0.331723345001,0.421844716187,2.90996155129,0.778878744159,3.05837419235,95.8609237671
1.222490,-0.6070728961120606,0.23354857468872073,-0.028378644543457034,1.1443496664550783,3.0595246779418948,1.660917696185303,3.0587576875488285,100.0,0.662679699609,0.185611675122,-0.330956354608,0.406888403522,2.91072854169,0.785781657697,3.05530623078,95.8609237671
