timestamp	date	actor	text	name	type	features	variables
1665764409652	Fri Oct 14 18:20:09 CEST 2022						ssi_emotion_neutral_avg=0.301709,ssi_emotion_surprise_avg=0.0,ssi_emotion_happy_avg=0.0,ssi_emotion_sad_avg=0.0,ssi_emotion_disgust_avg=0.0,ssi_emotion_anger_avg=0.0,ssi_emotion_fear_avg=0.0,ssi_emotion_valence_avg=0.0,ssi_emotion_arousal_avg=0.0,ssi_emotion_dominance_avg=0.0
1665764409656	Fri Oct 14 18:20:09 CEST 2022						ssi_emotion_neutral_avg=0.301709,ssi_emotion_surprise_avg=0.101105,ssi_emotion_happy_avg=0.0,ssi_emotion_sad_avg=0.0,ssi_emotion_disgust_avg=0.0,ssi_emotion_anger_avg=0.0,ssi_emotion_fear_avg=0.0,ssi_emotion_valence_avg=0.0,ssi_emotion_arousal_avg=0.0,ssi_emotion_dominance_avg=0.0
1665764409659	Fri Oct 14 18:20:09 CEST 2022						ssi_emotion_neutral_avg=0.301709,ssi_emotion_surprise_avg=0.101105,ssi_emotion_happy_avg=0.048361,ssi_emotion_sad_avg=0.0,ssi_emotion_disgust_avg=0.0,ssi_emotion_anger_avg=0.0,ssi_emotion_fear_avg=0.0,ssi_emotion_valence_avg=0.0,ssi_emotion_arousal_avg=0.0,ssi_emotion_dominance_avg=0.0
1665764409661	Fri Oct 14 18:20:09 CEST 2022						ssi_emotion_neutral_avg=0.301709,ssi_emotion_surprise_avg=0.101105,ssi_emotion_happy_avg=0.048361,ssi_emotion_sad_avg=0.099872,ssi_emotion_disgust_avg=0.0,ssi_emotion_anger_avg=0.0,ssi_emotion_fear_avg=0.0,ssi_emotion_valence_avg=0.0,ssi_emotion_arousal_avg=0.0,ssi_emotion_dominance_avg=0.0
1665764409664	Fri Oct 14 18:20:09 CEST 2022						ssi_emotion_neutral_avg=0.301709,ssi_emotion_surprise_avg=0.101105,ssi_emotion_happy_avg=0.048361,ssi_emotion_sad_avg=0.099872,ssi_emotion_disgust_avg=0.165676,ssi_emotion_anger_avg=0.0,ssi_emotion_fear_avg=0.0,ssi_emotion_valence_avg=0.0,ssi_emotion_arousal_avg=0.0,ssi_emotion_dominance_avg=0.0
1665764409667	Fri Oct 14 18:20:09 CEST 2022						ssi_emotion_neutral_avg=0.301709,ssi_emotion_surprise_avg=0.101105,ssi_emotion_happy_avg=0.048361,ssi_emotion_sad_avg=0.099872,ssi_emotion_disgust_avg=0.165676,ssi_emotion_anger_avg=0.240426,ssi_emotion_fear_avg=0.0,ssi_emotion_valence_avg=0.0,ssi_emotion_arousal_avg=0.0,ssi_emotion_dominance_avg=0.0
1665764409669	Fri Oct 14 18:20:09 CEST 2022						ssi_emotion_neutral_avg=0.301709,ssi_emotion_surprise_avg=0.101105,ssi_emotion_happy_avg=0.048361,ssi_emotion_sad_avg=0.099872,ssi_emotion_disgust_avg=0.165676,ssi_emotion_anger_avg=0.240426,ssi_emotion_fear_avg=0.04285,ssi_emotion_valence_avg=0.0,ssi_emotion_arousal_avg=0.0,ssi_emotion_dominance_avg=0.0
1665764409672	Fri Oct 14 18:20:09 CEST 2022						ssi_emotion_neutral_avg=0.301709,ssi_emotion_surprise_avg=0.101105,ssi_emotion_happy_avg=0.048361,ssi_emotion_sad_avg=0.099872,ssi_emotion_disgust_avg=0.165676,ssi_emotion_anger_avg=0.240426,ssi_emotion_fear_avg=0.04285,ssi_emotion_valence_avg=0.445735,ssi_emotion_arousal_avg=0.0,ssi_emotion_dominance_avg=0.0
1665764409674	Fri Oct 14 18:20:09 CEST 2022						ssi_emotion_neutral_avg=0.301709,ssi_emotion_surprise_avg=0.101105,ssi_emotion_happy_avg=0.048361,ssi_emotion_sad_avg=0.099872,ssi_emotion_disgust_avg=0.165676,ssi_emotion_anger_avg=0.240426,ssi_emotion_fear_avg=0.04285,ssi_emotion_valence_avg=0.445735,ssi_emotion_arousal_avg=0.617743,ssi_emotion_dominance_avg=0.0
1665764409677	Fri Oct 14 18:20:09 CEST 2022						ssi_emotion_neutral_avg=0.301709,ssi_emotion_surprise_avg=0.101105,ssi_emotion_happy_avg=0.048361,ssi_emotion_sad_avg=0.099872,ssi_emotion_disgust_avg=0.165676,ssi_emotion_anger_avg=0.240426,ssi_emotion_fear_avg=0.04285,ssi_emotion_valence_avg=0.445735,ssi_emotion_arousal_avg=0.617743,ssi_emotion_dominance_avg=0.47757456
1665764410630	Fri Oct 14 18:20:10 CEST 2022						ssi_emotion_neutral_avg=0.4178415,ssi_emotion_surprise_avg=0.101105,ssi_emotion_happy_avg=0.048361,ssi_emotion_sad_avg=0.099872,ssi_emotion_disgust_avg=0.165676,ssi_emotion_anger_avg=0.240426,ssi_emotion_fear_avg=0.04285,ssi_emotion_valence_avg=0.445735,ssi_emotion_arousal_avg=0.617743,ssi_emotion_dominance_avg=0.47757456
