timestamp	date	actor	text	name	type	features	variables
1665764810657	Fri Oct 14 18:26:50 CEST 2022						ssi_emotion_neutral_avg=0.508871,ssi_emotion_surprise_avg=0.0,ssi_emotion_happy_avg=0.0,ssi_emotion_sad_avg=0.0,ssi_emotion_disgust_avg=0.0,ssi_emotion_anger_avg=0.0,ssi_emotion_fear_avg=0.0,ssi_emotion_valence_avg=0.0,ssi_emotion_arousal_avg=0.0,ssi_emotion_dominance_avg=0.0
1665764810661	Fri Oct 14 18:26:50 CEST 2022						ssi_emotion_neutral_avg=0.508871,ssi_emotion_surprise_avg=0.051558,ssi_emotion_happy_avg=0.0,ssi_emotion_sad_avg=0.0,ssi_emotion_disgust_avg=0.0,ssi_emotion_anger_avg=0.0,ssi_emotion_fear_avg=0.0,ssi_emotion_valence_avg=0.0,ssi_emotion_arousal_avg=0.0,ssi_emotion_dominance_avg=0.0
1665764810664	Fri Oct 14 18:26:50 CEST 2022						ssi_emotion_neutral_avg=0.508871,ssi_emotion_surprise_avg=0.051558,ssi_emotion_happy_avg=0.030964,ssi_emotion_sad_avg=0.0,ssi_emotion_disgust_avg=0.0,ssi_emotion_anger_avg=0.0,ssi_emotion_fear_avg=0.0,ssi_emotion_valence_avg=0.0,ssi_emotion_arousal_avg=0.0,ssi_emotion_dominance_avg=0.0
1665764810667	Fri Oct 14 18:26:50 CEST 2022						ssi_emotion_neutral_avg=0.508871,ssi_emotion_surprise_avg=0.051558,ssi_emotion_happy_avg=0.030964,ssi_emotion_sad_avg=0.09898,ssi_emotion_disgust_avg=0.0,ssi_emotion_anger_avg=0.0,ssi_emotion_fear_avg=0.0,ssi_emotion_valence_avg=0.0,ssi_emotion_arousal_avg=0.0,ssi_emotion_dominance_avg=0.0
1665764810670	Fri Oct 14 18:26:50 CEST 2022						ssi_emotion_neutral_avg=0.508871,ssi_emotion_surprise_avg=0.051558,ssi_emotion_happy_avg=0.030964,ssi_emotion_sad_avg=0.09898,ssi_emotion_disgust_avg=0.052996,ssi_emotion_anger_avg=0.0,ssi_emotion_fear_avg=0.0,ssi_emotion_valence_avg=0.0,ssi_emotion_arousal_avg=0.0,ssi_emotion_dominance_avg=0.0
1665764810703	Fri Oct 14 18:26:50 CEST 2022						ssi_emotion_neutral_avg=0.508871,ssi_emotion_surprise_avg=0.051558,ssi_emotion_happy_avg=0.030964,ssi_emotion_sad_avg=0.09898,ssi_emotion_disgust_avg=0.052996,ssi_emotion_anger_avg=0.237572,ssi_emotion_fear_avg=0.0,ssi_emotion_valence_avg=0.0,ssi_emotion_arousal_avg=0.0,ssi_emotion_dominance_avg=0.0
1665764810706	Fri Oct 14 18:26:50 CEST 2022						ssi_emotion_neutral_avg=0.508871,ssi_emotion_surprise_avg=0.051558,ssi_emotion_happy_avg=0.030964,ssi_emotion_sad_avg=0.09898,ssi_emotion_disgust_avg=0.052996,ssi_emotion_anger_avg=0.237572,ssi_emotion_fear_avg=0.01906,ssi_emotion_valence_avg=0.0,ssi_emotion_arousal_avg=0.0,ssi_emotion_dominance_avg=0.0
1665764810708	Fri Oct 14 18:26:50 CEST 2022						ssi_emotion_neutral_avg=0.508871,ssi_emotion_surprise_avg=0.051558,ssi_emotion_happy_avg=0.030964,ssi_emotion_sad_avg=0.09898,ssi_emotion_disgust_avg=0.052996,ssi_emotion_anger_avg=0.237572,ssi_emotion_fear_avg=0.01906,ssi_emotion_valence_avg=0.429482,ssi_emotion_arousal_avg=0.0,ssi_emotion_dominance_avg=0.0
1665764810711	Fri Oct 14 18:26:50 CEST 2022						ssi_emotion_neutral_avg=0.508871,ssi_emotion_surprise_avg=0.051558,ssi_emotion_happy_avg=0.030964,ssi_emotion_sad_avg=0.09898,ssi_emotion_disgust_avg=0.052996,ssi_emotion_anger_avg=0.237572,ssi_emotion_fear_avg=0.01906,ssi_emotion_valence_avg=0.429482,ssi_emotion_arousal_avg=0.587045,ssi_emotion_dominance_avg=0.0
1665764810714	Fri Oct 14 18:26:50 CEST 2022						ssi_emotion_neutral_avg=0.508871,ssi_emotion_surprise_avg=0.051558,ssi_emotion_happy_avg=0.030964,ssi_emotion_sad_avg=0.09898,ssi_emotion_disgust_avg=0.052996,ssi_emotion_anger_avg=0.237572,ssi_emotion_fear_avg=0.01906,ssi_emotion_valence_avg=0.429482,ssi_emotion_arousal_avg=0.587045,ssi_emotion_dominance_avg=0.5027247
